"pid","value","year","land","living","beds","address","buildings","good","style","model","grade","baths","halfbaths","heatfuel","heattype","ac","nghd","stories","saleprice","saledate","roof","bath_style","kitchen_style","long","lat","miles_to_coastline","miles_to_highway","miles_to_school","miles_to_hospital"
"11862",270400,1890,0.51,2780,5,"190 MAPLE ST Branford, CT",1,78,"Old Style","Residential","B -",4,1,"Gas","Forced Air-Duc","Central","0078",2,160000,"03/17/2016","Asphalt","Modern","Above Average",-72.8260652995511,41.2718663912307,0.440683047276389,0.00135285160895474,0.851351323794747,0.243480689937197
"11863",198600,1920,0.44,1932,3,"161 MAPLE ST Branford, CT",1,85,"Old Style","Residential","C +",1,1,"Gas","Hot Water","None","0060",2,345000,"06/13/2017","Asphalt","Average","Average",-72.8226660434287,41.2720293158925,0.270752872956939,0.0029565970607796,0.718794558578779,0.326142607586685
"11865",182900,1960,0.24,1152,3,"19 SWIFT ST Branford, CT",1,80,"Cape Cod","Residential","C",1,0,"Electric","Electr Basebrd","None","0078",1.25,212000,"08/16/2002","Asphalt","Average","Average",-72.8263714155291,41.273900090421,0.493394954647566,0.000483380853037246,0.751077503946495,0.365296391679648
"11866",241700,1990,0.43,1608,3,"170 SHORT BEACH RD Branford, CT",1,80,"Colonial","Residential","C",1,1,"Gas","Forced Air-Duc","None","0050",2,0,"08/21/2006","Asphalt","Average","Average",-72.833457015696,41.262582652925,0.185480002106348,0.00171615195348261,1.57214942481613,0.499748739706825
"11871",234800,1986,0.51,1653,2,"18 VINEYARD RD Branford, CT",1,85,"Cape Cod","Residential","C +",2,0,"Electric","Electr Basebrd","None","0065",1.5,0,"06/10/2002","Asphalt","Average","Average",-72.8311234304501,41.2696601643938,0.368410695467275,0.00197103829633654,1.13418509103915,0.00343545432759328
"11872",514400,1977,1.31,3130,3,"9 ANCHORAGE RD Branford, CT",1,76,"Custom","Residential","B -",2,1,"Gas","Hot Air-no Duc","Central","0130",1.5,340000,"06/03/1985","Asphalt","Average","Average",-72.7783201817711,41.2679995444446,0.183520270617858,0.0387206254722443,1.67281499945231,1.01675328225779
"11874",157700,1924,0.1,836,2,"2 BARTHOLOMEW RD Branford, CT",1,78,"Bungalow","Residential","C -",1,0,"Gas","Forced Air-Duc","Central","0100",1,190000,"08/24/2015","Asphalt","Modern","Above Average",-72.7961697850002,41.26338297743,0.217391111139088,0.0176732451641522,1.32193607922312,0.345017992314714
"11875",286200,1957,1.5,2684,5,"23 BIRCH RD Branford, CT",1,80,"Old Style","Residential","B -",2,1,"Oil","Hot Water","Partial AC","0080",2,0,"08/27/2014","Asphalt","Average","Average",-72.7825712417365,41.2732744690675,0.543211520435066,0.0311435826602514,1.25154566637105,1.25891831623088
"11876",241600,1954,1.07,2224,4,"31 BIRCH RD Branford, CT",1,71,"Split-Level","Residential","C +",3,1,"Oil","Hot Water","Central","0080",1,250000,"12/06/2002","Asphalt","Modern","Above Average",-72.7827514683186,41.2738495576351,0.583410402147535,0.0221557579750186,1.21566040656083,1.29135862600449
"11879",218300,1920,0.19,1242,3,"13 BISHOP RD Branford, CT",1,99,"Old Style","Residential","C",1,1,"Gas","Hot Water","None","0100",1.75,205000,"07/27/2020","Asphalt","Average","Average",-72.7963012156815,41.2632157662862,0.207111437986077,0.0188734131006969,1.32686703958165,0.331667060734081
"11881",172200,1920,0.09,1083,2,"25 BISHOP RD Branford, CT",1,72,"Cape Cod","Residential","C",1,1,"Gas","Hot Water","None","0100",1.5,62500,"03/15/2000","Asphalt","Average","Average",-72.7961026930752,41.2633525656976,0.214840954909993,0.0136193553106407,1.32574236112738,0.344529025786922
"11882",202900,1996,0.1,1448,2,"21 BISHOP RD Branford, CT",1,85,"Colonial","Residential","C",2,0,"Electric","Electr Basebrd","Heat Pump","0100",2,0,"06/10/2002","Asphalt","Average","Average",-72.7961197058443,41.2633412238515,0.214179730149881,0.0140809480820232,1.3258122612589,0.343450861573402
"11883",133500,1940,0.08,490,1,"29 BISHOP RD Branford, CT",1,78,"Bungalow","Residential","C -",1,0,"Gas","Forced Air-Duc","None","0100",1,0,"12/19/1996","Asphalt","Average","Average",-72.7960856803061,41.2633639075436,0.215506635216276,0.0131577628885502,1.32567351106058,0.345607190031748
"11884",147800,1940,0.39,819,2,"33 BISHOP RD Branford, CT",1,67,"Bungalow","Residential","C -",1,0,"Gas","Forced Air-Duc","None","0100",1,195000,"08/12/2019","Asphalt","Average","Below Average",-72.7960686209828,41.2633755941652,0.216200068172879,0.0127042336795465,1.32558851254576,0.346708099578276
"11886",545000,1953,1.43,3779,4,"29 BLACKSTONE AVE Branford, CT",1,78,"Custom","Residential","B -",3,0,"Gas","Forced Air-Duc","Central","0130",1.25,0,"03/25/2011","Asphalt","Average","Average",-72.7772860141567,41.2670066263637,0.130750689339101,0.000543845016739866,1.75995761427807,0.976160872796986
"11889",465500,1978,1.19,3214,4,"38 BLACKSTONE AVE Branford, CT",1,83,"Cape Cod","Residential","B",2,2,"Oil","Hot Water","Central","0130",1.5,0,"08/17/1999","Asphalt","Average","Average",-72.7773540425255,41.2665057038977,0.0964092035638847,0.0278226611205929,1.78489836489004,0.943108518060851
"11890",343800,1994,0.51,2714,4,"12 LOMARTRA LA Branford, CT",1,89,"Colonial","Residential","B",2,1,"Oil","Forced Air-Duc","Central","0080",2,0,"07/27/2017","Architectural Shing","Average","Average",-72.7655698328559,41.2903186479405,1.05487426321406,0.0400967215525284,1.66963936296697,2.63742431347785
"11891",530300,1975,1.1,2924,3,"30 BLACKSTONE AVE Branford, CT",1,83,"Custom","Residential","C +",3,0,"Gas","Forced Air-Duc","Central","0130",1,880000,"12/17/2021","Asphalt","Average","Average",-72.777357538364,41.2664582603754,0.0932158973988057,0.0311015899853913,1.78737164178809,0.940040890205169
"11892",1885800,2008,0.26,7397,5,"5 BLACKSTONE AVE Branford, CT",1,97,"Custom","Residential","A +",5,1,"Gas","Forced Air-Duc","Central","1100",2.75,2350000,"07/19/2012","Wood Shingle","Modern","Above Average",-72.7762673331689,41.2683092799142,0.232529534857246,0.00593138902751808,1.7256802124293,1.08006064212742
"11893",569800,1984,2.05,3622,3,"39 BLACKSTONE AVE Branford, CT",1,80,"Custom","Residential","B -",3,2,"Gas","Forced Air-Duc","Central","0130",1.5,0,"06/10/2019","Asphalt","Average","Average",-72.7764177215446,41.2682058127117,0.223108604979767,0.00660506898812252,1.7257951784354,1.07032681942354
"11894",421100,1924,0.16,2698,4,"9 CHAPEL DR Branford, CT",1,85,"Old Style","Residential","B +",2,1,"Gas","Forced Air-Duc","Central","1000",2,0,"09/23/2019","Asphalt","Average","Average",-72.7759711643628,41.2656770267606,0.0699586112500519,0.107474409972001,1.87437674874931,0.920314012234909
"11896",364600,1923,0.16,2219,4,"13 CHAPEL DR Branford, CT",1,85,"Old Style","Residential","B",2,1,"Gas","Hot Water","Central","1000",2,0,"05/21/2015","Asphalt","Average","Average",-72.7759726172032,41.2657227912327,0.0728101245826924,0.104608222843778,1.8718608379613,0.923170182002487
"11898",684700,1916,0.35,3775,4,"2 CHAPEL DR Branford, CT",1,85,"Custom","Residential","B",3,1,"Gas","Forced Air-Duc","Central","1000",2.5,0,"06/19/2014","Asphalt","Modern","Average",-72.7760086909174,41.2651348617883,0.0350011169522911,0.140092688173356,1.90257976972314,0.885310276861431
"119",118300,1915,0.08,605,2,"489 LEETES ISLAND RD Branford, CT",1,72,"Bungalow","Residential","C -",2,0,"Oil","Forced Air-Duc","None","0080",1,152000,"04/27/2004","Asphalt","Modern","Above Average",-72.7501142523228,41.2744450426768,0.433593107913378,0.00299925311777825,2.62777312609189,1.42760775294809
"11902",138800,1945,0.08,576,2,"30 CROUCH RD Branford, CT",1,78,"Bungalow","Residential","C -",1,0,"Gas","Hot Air-no Duc","None","0100",1.25,230000,"12/06/2021","Asphalt","Average","Average",-72.7964593398015,41.2608027641342,0.0511022209899596,0.0342514686126292,1.45797085619463,0.176051849389545
"11903",141700,1921,0.12,742,2,"1 CROUCH RD Branford, CT",1,55,"Bungalow","Residential","C",1,0,"Gas","Hot Air-no Duc","None","0100",1.25,0,"08/30/1991","Asphalt",NA,"Below Average",-72.7962789485925,41.2604509202563,0.0250201212344355,0.00819266178654117,1.48343657350654,0.157697228179389
"11904",158000,1930,0.09,1035,2,"13 CROUCH RD Branford, CT",1,78,"Bungalow","Residential","C",1,0,"Gas","Forced Air-Duc","None","0100",1,305000,"11/12/2020","Asphalt","Average","Average",-72.7963493667608,41.2606000410832,0.0359627563074504,0.0191163219953017,1.47281290357123,0.165605048906713
"11905",327700,1956,0.11,2100,3,"4 EAST HAYCOCK PT RD Branford, CT",1,85,"Colonial","Residential","C +",2,0,"Gas","Hot Water","Partial AC","0120",2,0,"01/31/2022","Asphalt","Average","Average",-72.7914981463332,41.2611588669777,0.0734357826496125,0.01543204731582,1.59565712855914,0.304258967320566
"11906",1120100,1987,0.68,4683,3,"5 DUDLEY AVE Branford, CT",1,89,"Custom","Residential","A +",3,2,"Gas","Forced Air-Duc","Central","0150",1.5,0,"01/31/2018","Asphalt","Modern","Above Average",-72.7851286412743,41.2664113102971,0.0907667339874407,0.0847033149598018,1.57391580978419,0.77141062289636
"11907",343800,1953,0.44,2280,4,"2A ELIZABETH ST Branford, CT",1,78,"Colonial","Residential","B -",3,1,"Gas","Forced Air-Duc","Central","1000",2,450000,"06/23/2004","Asphalt","Average","Average",-72.7805408365239,41.2661763507135,0.0436514619021749,0.117098169537612,1.70708308448646,0.854388516872348
"11908",405800,1993,0.59,2742,4,"2 FELLSMERE FARM RD Branford, CT",1,80,"Colonial","Residential","B +",3,1,"Oil","Hot Water","Central","0100",2,625000,"10/05/2015","Asphalt","Average","Average",-72.7742329845644,41.2809949744331,0.63433189132794,0.00925559050511668,1.29340197189243,1.9237314589186
"11910",327500,1901,0.14,2432,3,"29 CRESCENT BLUFF AVE Branford, CT",1,72,"Cape Cod","Residential","C",4,0,"Gas","Hot Water","Partial AC","1000",1.75,0,"07/14/1966","Asphalt","Average","Average",-72.7798861378785,41.2667116901402,0.0786752199556816,0.0691019282551022,1.69538682409182,0.902119814410362
"11912",382400,2021,0.76,2945,3,"8 FELLSMERE FARM RD Branford, CT",1,100,"Colonial","Residential","B -",2,1,"Gas","Forced Air-Duc","Central","0100",2,1e+05,"05/26/2020","Asphalt","Modern","Above Average",-72.7741293544876,41.2810444693952,0.632488233510137,0.0155108244472777,1.29723733448724,1.92906306582936
"11914",386500,1997,0.69,2966,4,"12 FELLSMERE FARM RD Branford, CT",1,90,"Cape Cod","Residential","B",2,2,"Oil","Forced Air-Duc","Central","0100",1.75,521800,"07/30/2010","Asphalt","Modern","Above Average",-72.7740602677697,41.2810774660366,0.631292021083033,0.0196809811551392,1.29980537518786,1.93261747190686
"11915",381500,1968,0.17,2298,4,"41 CRESCENT BLUFF AVE Branford, CT",1,75,"Colonial","Residential","B",2,1,"Gas","Forced Air-Duc","Central","1000",2,490000,"09/19/2002","Asphalt","Average","Average",-72.7798854492174,41.2669155338142,0.0926786231090094,0.0563275356460527,1.68385713748149,0.914994657574963
"11917",322900,1960,0.22,1600,4,"6 ELIZABETH ST Branford, CT",1,80,"Colonial","Residential","C +",2,1,"Gas","Hot Water","Partial AC","0130",2,327500,"03/04/2002","Asphalt","Average","Average",-72.7805264010689,41.2667935758592,0.0843413952733051,0.0781447582008971,1.67195027017845,0.893636112524681
"11919",1322400,1856,0.26,5510,5,"6 CRESCENT BLUFF AVE Branford, CT",1,85,"Custom","Residential","A",4,0,"Gas","Hydro Air","Central","1100",3,0,"03/21/2016","Architectural Shing","Average","Average",-72.7799015233163,41.2663054317462,0.0506719534198356,0.0948712226986882,1.71806875548243,0.876161635142546
"11920",434900,1910,0.12,1683,3,"6 FIRST AVE Branford, CT",1,78,"Colonial","Residential","B -",1,2,"Gas","Hot Water","Heat Pump","0120",2,0,"07/28/2015","Asphalt","Average","Average",-72.7860512486458,41.2653418550024,0.0283459224772843,0.0789742922536101,1.607733720793,0.684271876165538
"11921",76000,1935,0,440,1,"1 LANPHIERS COVE CAMP Branford, CT",1,78,"Cottage","Residential","C",1,0,"None/Coal/Wd","None","None",NA,1,0,"09/26/2019","Asphalt","Average","Average",-72.8341304628555,41.2601471887899,0.1383776933838,0.0239327685995522,1.71718636479422,0.667779668499443
"11922",356700,1987,0.61,3078,5,"6 LOMARTRA LA Branford, CT",1,85,"Colonial","Residential","B",2,1,"Oil","Hot Water","Central","0080",2,0,"12/07/1989","Asphalt","Average","Above Average",-72.7654589260457,41.2899760295108,1.0310113453402,0.0452402072819428,1.67296222952283,2.61311603351188
"11923",1837300,1950,1.06,6405,5,"7 FIRST AVE Branford, CT",1,85,"Custom","Residential","A ++",5,1,"Gas","Hot Water","Central","0150",2,0,"08/03/2018","Asphalt","Modern","Above Average",-72.7861549140812,41.2660477549619,0.0764339296397839,0.0504236899964854,1.56877256870758,0.726597632727733
"11924",76200,1935,0,468,1,"2 LANPHIERS COVE CAMP Branford, CT",1,78,"Cottage","Residential","C",1,0,"None/Coal/Wd","None","None",NA,1,0,"12/23/2013","Asphalt","Average","Average",-72.8341262995669,41.2601576972063,0.138164198559277,0.0246443573070128,1.71650568981494,0.66702788049851
"11925",69800,1948,0,432,1,"3 LANPHIERS COVE CAMP Branford, CT",1,72,"Cottage","Residential","C",1,0,"Electric","Hot Air-no Duc","None",NA,1,0,"11/24/1998","Asphalt","Average","Average",-72.8340184429968,41.2601221097171,0.132351136213375,0.0218300416227177,1.71452334990797,0.666977214826337
"11926",418300,2012,0.12,3155,3,"6 FIFTH AVE Branford, CT",1,97,"Colonial","Residential","B -",4,0,"Gas","Forced Air-Duc","Central","0120",2,0,"03/24/2006","Asphalt","Modern","Above Average",-72.7881512710179,41.264248059699,0.0196495726965731,0.0206446910857218,1.56835275191256,0.570499823576478
"11928",121000,2017,0,577,1,"4 LANPHIERS COVE CAMP Branford, CT",1,99,"Cottage","Residential","C +",1,0,"Gas","Hot Air-no Duc","Heat Pump",NA,1,83000,"04/25/2016","Asphalt","Average","Average",-72.8339662711973,41.2601218699594,0.12963836481044,0.0216404643066596,1.71270522641517,0.665881515573455
"11929",312400,1930,0.12,1696,3,"9 FIRST AVE Branford, CT",1,78,"Colonial","Residential","B -",2,1,"Gas","Forced Air-Duc","Central","0120",2,0,"02/11/2011","Architectural Shing","Modern","Above Average",-72.7861607999077,41.2660799538951,0.0786460991341361,0.0490688802286177,1.56668185173288,0.728503614393984
"11930",78800,1938,0,496,1,"5 LANPHIERS COVE CAMP Branford, CT",1,78,"Cottage","Residential","C",1,0,"None/Coal/Wd","None","None",NA,1,0,"06/10/1980","Asphalt","Average","Average",-72.8339060009819,41.2600977933339,0.126504509602749,0.0197785703315532,1.71182405564784,0.666117633734387
"11931",75000,1938,0,538,1,"6 LANPHIERS COVE CAMP Branford, CT",1,78,"Cottage","Residential","C",1,0,"None/Coal/Wd","None","None",NA,1,0,"07/17/2019","Asphalt","Average","Average",-72.8338055860887,41.2600880905671,0.121283208318527,0.018775771552606,1.7088126739395,0.664591917905129
"11932",430900,1905,0.12,1620,3,"10 FIRST AVE Branford, CT",1,78,"Old Style","Residential","B -",2,1,"Gas","Hot Water","Central","0120",2,0,"09/20/2011","Asphalt","Modern","Above Average",-72.7860863674493,41.2655417620382,0.0420571706087885,0.0706275135460904,1.59820103481086,0.696135486145127
"11933",270400,1991,0.83,1992,3,"19 WHITEWOOD DR Branford, CT",1,88,"Colonial","Residential","B -",2,0,"Oil","Hot Water","Central","0090",2,0,"12/03/2001","Asphalt","Average","Average",-72.751386362769,41.2834316507715,0.700850098803002,0.145304761424644,2.41567311703643,2.05193056959195
"11935",319000,2021,0.1,1840,3,"9 FOURTH AVE Branford, CT",1,85,"Colonial","Residential","B -",2,1,"Gas","Forced Air-Duc","Central","0120",2,347000,"06/26/2019","Asphalt","Average","Above Average",-72.7879441163483,41.2650634031302,0.0517303979670683,0.00250011410758885,1.54086570082498,0.626356246954218
"11936",387900,1940,0.12,1488,3,"14 FIRST AVE Branford, CT",1,76,"Colonial","Residential","B -",1,0,"Gas","Hot Water","Central","0120",2,475000,"07/21/2016","Asphalt","Average","Average",-72.7861165258534,41.2657422790381,0.0557284750665501,0.0624851929557651,1.58819065269204,0.708143320424205
"11937",79200,1938,0,528,1,"7 LANPHIERS COVE CAMP Branford, CT",1,78,"Cottage","Residential","C",1,0,"None/Coal/Wd","None","None",NA,1,165000,"05/06/2010","Asphalt","Average","Average",-72.8337934287639,41.2600741531681,0.120651076393637,0.0177733538174942,1.70910299157089,0.665212598293466
"11938",81800,1938,0,542,1,"8 LANPHIERS COVE CAMP Branford, CT",1,78,"Cottage","Residential","C",1,0,"None/Coal/Wd","None","None",NA,1,0,"10/02/2017","Asphalt","Average","Average",-72.8336447686345,41.2600543189017,0.112921186483876,0.0159111881839578,1.70495047819666,0.66329899708241
"11939",278400,1925,0.14,1336,4,"21 FIRST AVE Branford, CT",1,78,"Old Style","Residential","C +",1,1,"Gas","Forced Air-Duc","None","0120",2,0,"09/09/1976","Asphalt","Average","Average",-72.7861964693909,41.266273125393,0.0919233659408562,0.0409246958696816,1.55413877374422,0.739930555980547
"11940",337900,1940,0.28,1767,2,"16 FOURTH AVE Branford, CT",1,78,"Cape Cod","Residential","B -",3,0,"Gas","Hot Water","Central","0120",1.5,31000,"05/20/1969","Asphalt","Modern","Average",-72.7880076060132,41.2650928559196,0.0553285964800936,0.00137544492054822,1.53701407563473,0.626861153571972
"11941",76600,1935,0,524,1,"9 LANPHIERS COVE CAMP Branford, CT",1,78,"Cottage","Residential","C",1,0,"None/Coal/Wd","None","None",NA,1,0,"02/23/2021","Asphalt","Average","Average",-72.833680856546,41.2600505130024,0.114797646755696,0.015768144612349,1.70639927746216,0.664307554167722
"11942",358300,1947,0.17,1141,2,"22 FIRST AVE Branford, CT",1,72,"Bungalow","Residential","C +",2,0,"Oil","Hot Water","None","0120",1,0,"05/05/1997","Asphalt","Average","Average",-72.786172811043,41.2660651106331,0.0778640277865088,0.0490253823479896,1.56727296780443,0.727311118504187
"11943",299600,1935,0.11,2144,3,"14 FOURTH AVE Branford, CT",1,78,"Old Style","Residential","B -",3,0,"Gas","Hot Water","Central","0120",2,0,"07/28/2005","Asphalt","Modern","Above Average",-72.7879902820154,41.265080736286,0.0541193976479125,0.000180015827563165,1.53824085507725,0.626465779105692
"11945",378500,1992,0.82,3322,4,"2 LOMARTRA LA Branford, CT",1,91,"Colonial","Residential","B",2,1,"Oil","Forced Air-Duc","Central","0080",2,0,"03/24/2020","Asphalt","Average","Average",-72.7653518164003,41.289616146508,1.00598729309216,0.051081836262965,1.67633900578845,2.58765894995535
"11947",376200,1938,0.15,2292,4,"26 FIRST AVE Branford, CT",1,78,"Old Style","Residential","B -",3,0,"Gas","Forced Air-Duc","Central","0120",2,550000,"08/02/2002","Asphalt","Average","Average",-72.7861868796039,41.2661420739367,0.0831516204398976,0.045787060618974,1.56227605894039,0.731866880431918
"11948",273600,1925,0.1,1728,3,"10 FOURTH AVE Branford, CT",1,78,"Old Style","Residential","B -",1,1,"Gas","Hot Water","Partial AC","0120",2,52000,"01/18/1977","Asphalt","Average","Average",-72.7879554781295,41.2650563735658,0.0516893307957768,0.00222208634352246,1.54070608970912,0.62567056517567
"11949",1010100,1896,0.26,3295,4,"6 HALSTEAD LA Branford, CT",1,90,"Colonial","Residential","B +",2,2,"Gas","Forced Air-Duc","Central","1100",2.75,1455000,"07/13/2017","Asphalt","Modern","Above Average",-72.7791199888228,41.2661522196866,0.049230209901772,0.0871662710475001,1.74986634892259,0.883157690638061
